DatoMaerke,Weekday,Date,Hour,NO2_ppb,NOx_ppb
2021-01-01 21:00:00,Friday,2021-01-01,21:00:00,10.274007,12.19784
2021-01-01 22:00:00,Friday,2021-01-01,22:00:00,12.81102,17.029185
2021-01-01 23:00:00,Friday,2021-01-01,23:00:00,13.221735,18.64973
2021-01-02 00:00:00,Saturday,2021-01-02,00:00:00,11.493595,22.054055
2021-01-02 01:00:00,Saturday,2021-01-02,01:00:00,12.80898,18.193515
2021-01-02 02:00:00,Saturday,2021-01-02,02:00:00,10.804028,14.700545
2021-01-02 03:00:00,Saturday,2021-01-02,03:00:00,9.6367165,12.85622
2021-01-02 04:00:00,Saturday,2021-01-02,04:00:00,8.8758005,11.930815
2021-01-02 05:00:00,Saturday,2021-01-02,05:00:00,7.152590999999999,9.3459435
2021-01-02 06:00:00,Saturday,2021-01-02,06:00:00,3.016183,4.020541
2021-01-02 07:00:00,Saturday,2021-01-02,07:00:00,3.3309005000000003,4.176216
2021-01-02 08:00:00,Saturday,2021-01-02,08:00:00,5.7267075,6.483243
2021-01-02 09:00:00,Saturday,2021-01-02,09:00:00,4.140422,5.298919
2021-01-02 10:00:00,Saturday,2021-01-02,10:00:00,4.449534,6.18973
2021-01-02 11:00:00,Saturday,2021-01-02,11:00:00,3.5510385,4.691017
2021-01-02 12:00:00,Saturday,2021-01-02,12:00:00,4.3745615,6.2754325
2021-01-02 13:00:00,Saturday,2021-01-02,13:00:00,5.7716275,7.524351
2021-01-02 14:00:00,Saturday,2021-01-02,14:00:00,5.222282,6.6574675
2021-01-02 15:00:00,Saturday,2021-01-02,15:00:00,4.2715,5.460498
2021-01-02 16:00:00,Saturday,2021-01-02,16:00:00,7.316098999999999,8.689936
2021-01-02 17:00:00,Saturday,2021-01-02,17:00:00,14.45053,16.908549999999998
2021-01-02 18:00:00,Saturday,2021-01-02,18:00:00,16.587785,23.35768
2021-01-02 19:00:00,Saturday,2021-01-02,19:00:00,14.24514,22.458335
2021-01-02 20:00:00,Saturday,2021-01-02,20:00:00,12.87895,22.1434
2021-01-02 21:00:00,Saturday,2021-01-02,21:00:00,12.440645,30.275435
2021-01-02 22:00:00,Saturday,2021-01-02,22:00:00,11.81052,33.67856999999999
2021-01-02 23:00:00,Saturday,2021-01-02,23:00:00,11.48515,34.873375
2021-01-03 00:00:00,Sunday,2021-01-03,00:00:00,11.238485,37.972945
2021-01-03 01:00:00,Sunday,2021-01-03,01:00:00,10.2472,39.974025
2021-01-03 02:00:00,Sunday,2021-01-03,02:00:00,8.873205,22.11039
2021-01-03 03:00:00,Sunday,2021-01-03,03:00:00,2.680835,3.310606
2021-01-03 04:00:00,Sunday,2021-01-03,04:00:00,2.489532,3.183099
2021-01-03 05:00:00,Sunday,2021-01-03,05:00:00,2.7884735000000003,3.3282775
2021-01-03 06:00:00,Sunday,2021-01-03,06:00:00,2.6956945,3.424702
2021-01-03 07:00:00,Sunday,2021-01-03,07:00:00,3.00954,3.7919825
2021-01-03 08:00:00,Sunday,2021-01-03,08:00:00,2.3706815,3.097508
2021-01-03 09:00:00,Sunday,2021-01-03,09:00:00,2.6888235,3.7248105
2021-01-03 10:00:00,Sunday,2021-01-03,10:00:00,2.4154785,3.6316355
2021-01-03 11:00:00,Sunday,2021-01-03,11:00:00,2.566843,3.8959915
2021-01-03 12:00:00,Sunday,2021-01-03,12:00:00,2.2024555,3.72156
2021-01-03 13:00:00,Sunday,2021-01-03,13:00:00,2.5366785,3.6289275
2021-01-03 14:00:00,Sunday,2021-01-03,14:00:00,2.8732185,3.947454
2021-01-03 15:00:00,Sunday,2021-01-03,15:00:00,2.715302,3.897616
2021-01-03 16:00:00,Sunday,2021-01-03,16:00:00,2.8473985,3.8261105
2021-01-03 17:00:00,Sunday,2021-01-03,17:00:00,2.392452,3.359155
2021-01-03 18:00:00,Sunday,2021-01-03,18:00:00,2.3285725,3.146804
2021-01-03 19:00:00,Sunday,2021-01-03,19:00:00,2.135104,2.8206935
2021-01-03 20:00:00,Sunday,2021-01-03,20:00:00,2.108275,2.7600215
2021-01-03 21:00:00,Sunday,2021-01-03,21:00:00,1.6264265,2.6155095
2021-01-03 22:00:00,Sunday,2021-01-03,22:00:00,1.5851229999999998,2.3378525
2021-01-03 23:00:00,Sunday,2021-01-03,23:00:00,1.238627,1.9029285
2021-01-04 00:00:00,Monday,2021-01-04,00:00:00,1.331429,1.901844
2021-01-04 01:00:00,Monday,2021-01-04,01:00:00,1.053943,1.764642
2021-01-04 02:00:00,Monday,2021-01-04,02:00:00,0.9025425,1.628525
2021-01-04 03:00:00,Monday,2021-01-04,03:00:00,1.1570216,1.9750545
2021-01-04 04:00:00,Monday,2021-01-04,04:00:00,1.11563745,1.670282
2021-01-04 05:00:00,Monday,2021-01-04,05:00:00,2.072577,3.084599
2021-01-04 06:00:00,Monday,2021-01-04,06:00:00,2.8964655,3.962039
2021-01-04 07:00:00,Monday,2021-01-04,07:00:00,4.364404,5.6529285
2021-01-04 08:00:00,Monday,2021-01-04,08:00:00,4.53613,6.13449
2021-01-04 09:00:00,Monday,2021-01-04,09:00:00,3.5927860000000003,5.157267
2021-01-04 10:00:00,Monday,2021-01-04,10:00:00,3.3845215,5.237527500000001
2021-01-04 11:00:00,Monday,2021-01-04,11:00:00,2.9366275,4.5694145
2021-01-04 12:00:00,Monday,2021-01-04,12:00:00,3.286558,5.25705
2021-01-04 13:00:00,Monday,2021-01-04,13:00:00,3.548032,5.364425000000001
2021-01-04 14:00:00,Monday,2021-01-04,14:00:00,4.1691995,6.136959
2021-01-04 15:00:00,Monday,2021-01-04,15:00:00,4.383719,6.3995655
2021-01-04 16:00:00,Monday,2021-01-04,16:00:00,4.466334,6.30076
2021-01-04 17:00:00,Monday,2021-01-04,17:00:00,4.253550499999999,5.583605
2021-01-04 18:00:00,Monday,2021-01-04,18:00:00,3.3869295,4.4098805
2021-01-04 19:00:00,Monday,2021-01-04,19:00:00,3.128214,3.947340000000001
2021-01-04 20:00:00,Monday,2021-01-04,20:00:00,3.256945,4.2394135
2021-01-04 21:00:00,Monday,2021-01-04,21:00:00,2.2463175,3.266558
2021-01-04 22:00:00,Monday,2021-01-04,22:00:00,2.140956,2.809446
2021-01-04 23:00:00,Monday,2021-01-04,23:00:00,1.7383125,2.526059
2021-01-05 00:00:00,Tuesday,2021-01-05,00:00:00,1.8695355,2.606406
2021-01-05 01:00:00,Tuesday,2021-01-05,01:00:00,1.441452,2.07329
2021-01-05 02:00:00,Tuesday,2021-01-05,02:00:00,2.183928,2.9842565
2021-01-05 03:00:00,Tuesday,2021-01-05,03:00:00,1.8166915,2.4348535
2021-01-05 04:00:00,Tuesday,2021-01-05,04:00:00,1.7553605,2.5857765
2021-01-05 05:00:00,Tuesday,2021-01-05,05:00:00,1.9565705,2.742128
2021-01-05 06:00:00,Tuesday,2021-01-05,06:00:00,3.606951,5.178067
2021-01-05 07:00:00,Tuesday,2021-01-05,07:00:00,4.40739,6.2241295
2021-01-05 08:00:00,Tuesday,2021-01-05,08:00:00,4.9598895,6.6934785
2021-01-05 09:00:00,Tuesday,2021-01-05,09:00:00,4.0592690000000005,5.6380435
2021-01-05 10:00:00,Tuesday,2021-01-05,10:00:00,3.9933095,5.685869500000001
2021-01-05 11:00:00,Tuesday,2021-01-05,11:00:00,3.253805,5.086956499999999
2021-01-05 12:00:00,Tuesday,2021-01-05,12:00:00,3.2084435,5.330435
2021-01-05 13:00:00,Tuesday,2021-01-05,13:00:00,3.2314735,5.1554345
2021-01-05 14:00:00,Tuesday,2021-01-05,14:00:00,3.6110245,5.447826
2021-01-05 15:00:00,Tuesday,2021-01-05,15:00:00,4.195346,5.6641305
2021-01-05 16:00:00,Tuesday,2021-01-05,16:00:00,4.576795499999999,5.983696
2021-01-05 17:00:00,Tuesday,2021-01-05,17:00:00,3.508443,4.6130435
2021-01-05 18:00:00,Tuesday,2021-01-05,18:00:00,2.6717865,3.7369565
2021-01-05 19:00:00,Tuesday,2021-01-05,19:00:00,2.359417,3.121739
2021-01-05 20:00:00,Tuesday,2021-01-05,20:00:00,2.396469,3.2891305
2021-01-05 21:00:00,Tuesday,2021-01-05,21:00:00,2.268001,2.902174
2021-01-05 22:00:00,Tuesday,2021-01-05,22:00:00,2.176959,2.7766305
2021-01-05 23:00:00,Tuesday,2021-01-05,23:00:00,2.0129235000000003,2.742935
2021-01-06 00:00:00,Wednesday,2021-01-06,00:00:00,1.747003,2.4266305
2021-01-06 01:00:00,Wednesday,2021-01-06,01:00:00,1.320562,1.971164
2021-01-06 02:00:00,Wednesday,2021-01-06,02:00:00,1.196327,1.7089225
2021-01-06 03:00:00,Wednesday,2021-01-06,03:00:00,1.1966675,1.740479
2021-01-06 04:00:00,Wednesday,2021-01-06,04:00:00,1.213322,1.706202
2021-01-06 05:00:00,Wednesday,2021-01-06,05:00:00,1.8101575,2.5544070000000003
2021-01-06 06:00:00,Wednesday,2021-01-06,06:00:00,3.13205,3.989663
2021-01-06 07:00:00,Wednesday,2021-01-06,07:00:00,3.6089645,4.657780499999999
2021-01-06 08:00:00,Wednesday,2021-01-06,08:00:00,4.096152,5.472796499999999
2021-01-06 09:00:00,Wednesday,2021-01-06,09:00:00,4.0591195,5.2976065000000006
2021-01-06 10:00:00,Wednesday,2021-01-06,10:00:00,4.14832,5.8188245
2021-01-06 11:00:00,Wednesday,2021-01-06,11:00:00,4.8903285,7.1458105
2021-01-06 12:00:00,Wednesday,2021-01-06,12:00:00,5.70313,7.677911
2021-01-06 13:00:00,Wednesday,2021-01-06,13:00:00,6.643669,8.710555
2021-01-06 14:00:00,Wednesday,2021-01-06,14:00:00,6.988159,8.899891499999999
2021-01-06 15:00:00,Wednesday,2021-01-06,15:00:00,6.2287245,7.8433075
2021-01-06 16:00:00,Wednesday,2021-01-06,16:00:00,5.583545,6.900979
2021-01-06 17:00:00,Wednesday,2021-01-06,17:00:00,5.5504975000000005,6.992383
2021-01-06 18:00:00,Wednesday,2021-01-06,18:00:00,5.135614,6.220043499999999
2021-01-06 19:00:00,Wednesday,2021-01-06,19:00:00,4.1228105,5.249455
2021-01-06 20:00:00,Wednesday,2021-01-06,20:00:00,3.383618,4.2734205
2021-01-06 21:00:00,Wednesday,2021-01-06,21:00:00,3.4751785,4.522876
2021-01-06 22:00:00,Wednesday,2021-01-06,22:00:00,2.4366830000000004,3.29085
2021-01-06 23:00:00,Wednesday,2021-01-06,23:00:00,2.6654125,3.523965
2021-01-07 00:00:00,Thursday,2021-01-07,00:00:00,2.949407,3.7734205
2021-01-07 01:00:00,Thursday,2021-01-07,01:00:00,2.230478,2.9335515
2021-01-07 02:00:00,Thursday,2021-01-07,02:00:00,2.2262535,2.8404135
2021-01-07 03:00:00,Thursday,2021-01-07,03:00:00,2.069152,2.643246
2021-01-07 04:00:00,Thursday,2021-01-07,04:00:00,2.655889,3.4264705
2021-01-07 05:00:00,Thursday,2021-01-07,05:00:00,2.751383,3.784314
2021-01-07 06:00:00,Thursday,2021-01-07,06:00:00,4.2519085,6.5016335000000005
2021-01-07 07:00:00,Thursday,2021-01-07,07:00:00,7.975739499999999,11.15741
2021-01-07 08:00:00,Thursday,2021-01-07,08:00:00,6.794200999999999,9.2118715
2021-01-07 09:00:00,Thursday,2021-01-07,09:00:00,5.000971,6.944989
2021-01-07 10:00:00,Thursday,2021-01-07,10:00:00,5.496838,8.125816499999999
2021-01-07 11:00:00,Thursday,2021-01-07,11:00:00,4.9840465,9.0109405
2021-01-07 12:00:00,Thursday,2021-01-07,12:00:00,4.482581,6.8947655
2021-01-07 13:00:00,Thursday,2021-01-07,13:00:00,5.483957,8.1859325
2021-01-07 14:00:00,Thursday,2021-01-07,14:00:00,6.1005795,8.8118865
2021-01-07 15:00:00,Thursday,2021-01-07,15:00:00,6.6351185,9.3178845
2021-01-07 16:00:00,Thursday,2021-01-07,16:00:00,6.906238500000001,8.3195205
2021-01-07 17:00:00,Thursday,2021-01-07,17:00:00,6.894442,8.4438385
2021-01-07 18:00:00,Thursday,2021-01-07,18:00:00,6.2254165,7.4285715
2021-01-07 19:00:00,Thursday,2021-01-07,19:00:00,6.448167,7.738277
2021-01-07 20:00:00,Thursday,2021-01-07,20:00:00,8.942513,10.61614
2021-01-07 21:00:00,Thursday,2021-01-07,21:00:00,7.680253,8.995638
2021-01-07 22:00:00,Thursday,2021-01-07,22:00:00,5.741209,6.857143
2021-01-07 23:00:00,Thursday,2021-01-07,23:00:00,5.664797500000001,6.7906215
2021-01-08 00:00:00,Friday,2021-01-08,00:00:00,4.8592945,5.791712
2021-01-08 01:00:00,Friday,2021-01-08,01:00:00,4.40859,5.1690295
2021-01-08 02:00:00,Friday,2021-01-08,02:00:00,4.72686,5.9367505
2021-01-08 03:00:00,Friday,2021-01-08,03:00:00,4.3908695,5.4013085
2021-01-08 04:00:00,Friday,2021-01-08,04:00:00,4.4451515,5.487459
2021-01-08 05:00:00,Friday,2021-01-08,05:00:00,6.5319115,8.24345
2021-01-08 06:00:00,Friday,2021-01-08,06:00:00,7.209132,9.781659
2021-01-08 07:00:00,Friday,2021-01-08,07:00:00,9.8989675,15.23963
2021-01-08 08:00:00,Friday,2021-01-08,08:00:00,10.64371,19.037665
2021-01-08 09:00:00,Friday,2021-01-08,09:00:00,9.3352915,17.4809
2021-01-08 10:00:00,Friday,2021-01-08,10:00:00,7.4551815,11.79749
2021-01-08 11:00:00,Friday,2021-01-08,11:00:00,6.770916,10.66103
2021-01-08 12:00:00,Friday,2021-01-08,12:00:00,5.336646,8.498362499999999
2021-01-08 13:00:00,Friday,2021-01-08,13:00:00,6.876995,11.330239
2021-01-08 14:00:00,Friday,2021-01-08,14:00:00,7.817054,11.47107
2021-01-08 15:00:00,Friday,2021-01-08,15:00:00,10.056645,14.21561
2021-01-08 16:00:00,Friday,2021-01-08,16:00:00,11.64143,15.562774999999998
2021-01-08 17:00:00,Friday,2021-01-08,17:00:00,12.204125,16.849895
2021-01-08 18:00:00,Friday,2021-01-08,18:00:00,9.115771,11.466702
2021-01-08 19:00:00,Friday,2021-01-08,19:00:00,5.932721,7.0223795
2021-01-08 20:00:00,Friday,2021-01-08,20:00:00,5.370796,6.492357999999999
2021-01-08 21:00:00,Friday,2021-01-08,21:00:00,6.0775950000000005,7.566594
2021-01-08 22:00:00,Friday,2021-01-08,22:00:00,4.49422,5.459016500000001
2021-01-08 23:00:00,Friday,2021-01-08,23:00:00,3.7724105,4.8131145
2021-01-09 00:00:00,Saturday,2021-01-09,00:00:00,3.7301175,4.6371585
2021-01-09 01:00:00,Saturday,2021-01-09,01:00:00,2.7318925,3.368306
2021-01-09 02:00:00,Saturday,2021-01-09,02:00:00,2.246318,2.7661205
2021-01-09 03:00:00,Saturday,2021-01-09,03:00:00,2.2958755,2.84153
2021-01-09 04:00:00,Saturday,2021-01-09,04:00:00,1.990016,2.512568
2021-01-09 05:00:00,Saturday,2021-01-09,05:00:00,2.0820905,2.6754100000000003
2021-01-09 06:00:00,Saturday,2021-01-09,06:00:00,1.9626015,2.493989
2021-01-09 07:00:00,Saturday,2021-01-09,07:00:00,2.0971995,2.8918030000000003
2021-01-09 08:00:00,Saturday,2021-01-09,08:00:00,2.344711,2.9289620000000003
2021-01-09 09:00:00,Saturday,2021-01-09,09:00:00,7.6777545,11.2284145
2021-01-09 10:00:00,Saturday,2021-01-09,10:00:00,9.4384575,15.69727
2021-01-09 11:00:00,Saturday,2021-01-09,11:00:00,4.479138000000001,6.9918035
2021-01-09 12:00:00,Saturday,2021-01-09,12:00:00,3.908367,6.0289615
2021-01-09 13:00:00,Saturday,2021-01-09,13:00:00,4.923083999999999,7.2628415
2021-01-09 14:00:00,Saturday,2021-01-09,14:00:00,6.7687415,9.3546445
2021-01-09 15:00:00,Saturday,2021-01-09,15:00:00,9.855058499999998,12.85286
2021-01-09 16:00:00,Saturday,2021-01-09,16:00:00,14.24537,18.700765
2021-01-09 17:00:00,Saturday,2021-01-09,17:00:00,8.064262,9.941468
2021-01-09 18:00:00,Saturday,2021-01-09,18:00:00,4.8967905,5.952407
2021-01-09 19:00:00,Saturday,2021-01-09,19:00:00,6.351117,7.6143325
2021-01-09 20:00:00,Saturday,2021-01-09,20:00:00,4.457357,5.036652
2021-01-09 21:00:00,Saturday,2021-01-09,21:00:00,3.8065685,4.439278
2021-01-09 22:00:00,Saturday,2021-01-09,22:00:00,4.895595,5.46663
2021-01-09 23:00:00,Saturday,2021-01-09,23:00:00,3.806386,4.4097375
2021-01-10 00:00:00,Sunday,2021-01-10,00:00:00,4.9161885,5.573851
2021-01-10 01:00:00,Sunday,2021-01-10,01:00:00,4.4895015,5.28884
2021-01-10 02:00:00,Sunday,2021-01-10,02:00:00,2.620006,3.2363235
2021-01-10 03:00:00,Sunday,2021-01-10,03:00:00,2.997648,3.6619255
2021-01-10 04:00:00,Sunday,2021-01-10,04:00:00,1.817177,2.33151
2021-01-10 05:00:00,Sunday,2021-01-10,05:00:00,2.216151,2.850109
2021-01-10 06:00:00,Sunday,2021-01-10,06:00:00,2.2063165,2.695842
2021-01-10 07:00:00,Sunday,2021-01-10,07:00:00,2.8359345,3.2582055
2021-01-10 08:00:00,Sunday,2021-01-10,08:00:00,4.1749835,4.8271335
2021-01-10 09:00:00,Sunday,2021-01-10,09:00:00,2.907821,3.8510405
2021-01-10 10:00:00,Sunday,2021-01-10,10:00:00,2.382922,3.1982475
2021-01-10 11:00:00,Sunday,2021-01-10,11:00:00,2.886228,3.8652795
2021-01-10 12:00:00,Sunday,2021-01-10,12:00:00,3.24195,4.2584885
2021-01-10 13:00:00,Sunday,2021-01-10,13:00:00,3.506574,4.33954
2021-01-10 14:00:00,Sunday,2021-01-10,14:00:00,3.528451,4.3658265
2021-01-10 15:00:00,Sunday,2021-01-10,15:00:00,4.3622955,5.066265
2021-01-10 16:00:00,Sunday,2021-01-10,16:00:00,5.697433999999999,6.571194
2021-01-10 17:00:00,Sunday,2021-01-10,17:00:00,5.82375,6.597481
2021-01-10 18:00:00,Sunday,2021-01-10,18:00:00,6.3727160000000005,6.974261
2021-01-10 19:00:00,Sunday,2021-01-10,19:00:00,7.0951515,7.8274915
2021-01-10 20:00:00,Sunday,2021-01-10,20:00:00,6.103923,6.8351585
2021-01-10 21:00:00,Sunday,2021-01-10,21:00:00,6.426152999999999,7.27218
2021-01-10 22:00:00,Sunday,2021-01-10,22:00:00,7.1611080000000005,7.933734999999999
2021-01-10 23:00:00,Sunday,2021-01-10,23:00:00,6.1534075,6.9304495
2021-01-11 00:00:00,Monday,2021-01-11,00:00:00,6.002954,6.4748085
2021-01-11 01:00:00,Monday,2021-01-11,01:00:00,4.856861,5.526287
2021-01-11 02:00:00,Monday,2021-01-11,02:00:00,4.011807,4.883772
2021-01-11 03:00:00,Monday,2021-01-11,03:00:00,2.736475,3.375548
2021-01-11 04:00:00,Monday,2021-01-11,04:00:00,2.144123,2.8207235
2021-01-11 05:00:00,Monday,2021-01-11,05:00:00,1.986094,2.683114
2021-01-11 06:00:00,Monday,2021-01-11,06:00:00,5.122219,5.87829
2021-01-11 07:00:00,Monday,2021-01-11,07:00:00,4.179527,4.8081145
2021-01-11 08:00:00,Monday,2021-01-11,08:00:00,3.460461,4.220395
2021-01-11 09:00:00,Monday,2021-01-11,09:00:00,3.4892675,4.120614
2021-01-11 10:00:00,Monday,2021-01-11,10:00:00,3.558223,4.5416665
2021-01-11 11:00:00,Monday,2021-01-11,11:00:00,4.1891975,5.0394735
2021-01-11 12:00:00,Monday,2021-01-11,12:00:00,4.1342545,5.0
2021-01-11 13:00:00,Monday,2021-01-11,13:00:00,4.1404235,4.9166665
2021-01-11 14:00:00,Monday,2021-01-11,14:00:00,4.0099145,4.718202
2021-01-11 15:00:00,Monday,2021-01-11,15:00:00,4.870202,5.6381575
2021-01-11 16:00:00,Monday,2021-01-11,16:00:00,5.4629535,6.218202
2021-01-11 17:00:00,Monday,2021-01-11,17:00:00,5.6158765,6.447368
2021-01-11 18:00:00,Monday,2021-01-11,18:00:00,5.303767000000001,6.084429999999999
2021-01-11 19:00:00,Monday,2021-01-11,19:00:00,4.5229235,4.9649125
2021-01-11 20:00:00,Monday,2021-01-11,20:00:00,4.283075500000001,4.9504785
2021-01-11 21:00:00,Monday,2021-01-11,21:00:00,3.332565,3.83809
2021-01-11 22:00:00,Monday,2021-01-11,22:00:00,3.3386795,3.7491765
2021-01-11 23:00:00,Monday,2021-01-11,23:00:00,4.0460455,4.5548850000000005
2021-01-12 00:00:00,Tuesday,2021-01-12,00:00:00,3.7674865,4.0708015
2021-01-12 01:00:00,Tuesday,2021-01-12,01:00:00,3.20804,3.5373215
2021-01-12 02:00:00,Tuesday,2021-01-12,02:00:00,2.345047,2.8721185
2021-01-12 03:00:00,Tuesday,2021-01-12,03:00:00,1.2050595,1.5702525
2021-01-12 04:00:00,Tuesday,2021-01-12,04:00:00,1.743388,1.996707
2021-01-12 05:00:00,Tuesday,2021-01-12,05:00:00,3.3396465,3.708562
2021-01-12 06:00:00,Tuesday,2021-01-12,06:00:00,9.5553345,10.3540045
2021-01-12 07:00:00,Tuesday,2021-01-12,07:00:00,11.897605,12.86663
2021-01-12 08:00:00,Tuesday,2021-01-12,08:00:00,22.86361,26.756860000000003
2021-01-12 09:00:00,Tuesday,2021-01-12,09:00:00,13.73248,16.0483
2021-01-12 10:00:00,Tuesday,2021-01-12,10:00:00,8.252478,10.1800225
2021-01-12 11:00:00,Tuesday,2021-01-12,11:00:00,7.127222,9.1416025
2021-01-12 12:00:00,Tuesday,2021-01-12,12:00:00,5.471709,7.225027000000001
2021-01-12 13:00:00,Tuesday,2021-01-12,13:00:00,5.548211,6.7025245
2021-01-12 14:00:00,Tuesday,2021-01-12,14:00:00,6.5077005,7.423076999999999
2021-01-12 15:00:00,Tuesday,2021-01-12,15:00:00,7.7785805,8.4439565
2021-01-12 16:00:00,Tuesday,2021-01-12,16:00:00,6.2797175,6.7725275
2021-01-12 17:00:00,Tuesday,2021-01-12,17:00:00,10.48765,11.194505
2021-01-12 18:00:00,Tuesday,2021-01-12,18:00:00,9.2667425,10.143955
2021-01-12 19:00:00,Tuesday,2021-01-12,19:00:00,6.718875,7.439560500000001
2021-01-12 20:00:00,Tuesday,2021-01-12,20:00:00,5.203492499999999,5.7571425000000005
2021-01-12 21:00:00,Tuesday,2021-01-12,21:00:00,2.97983,3.289011
2021-01-12 22:00:00,Tuesday,2021-01-12,22:00:00,2.6935445,3.1285715
2021-01-12 23:00:00,Tuesday,2021-01-12,23:00:00,2.418894,2.81978
2021-01-13 00:00:00,Wednesday,2021-01-13,00:00:00,1.3261735,1.7807695
2021-01-13 01:00:00,Wednesday,2021-01-13,01:00:00,1.6354505,1.884066
2021-01-13 02:00:00,Wednesday,2021-01-13,02:00:00,1.546056,1.9873625
2021-01-13 03:00:00,Wednesday,2021-01-13,03:00:00,1.5143755,1.8598905
2021-01-13 04:00:00,Wednesday,2021-01-13,04:00:00,2.068392,2.5346155
2021-01-13 05:00:00,Wednesday,2021-01-13,05:00:00,2.872349,3.181319
2021-01-13 06:00:00,Wednesday,2021-01-13,06:00:00,5.2167605,5.7521975
2021-01-13 07:00:00,Wednesday,2021-01-13,07:00:00,5.197862499999999,5.7543405
2021-01-13 08:00:00,Wednesday,2021-01-13,08:00:00,3.6935845,4.2821785
2021-01-13 09:00:00,Wednesday,2021-01-13,09:00:00,3.4201785,3.8465345
2021-01-13 10:00:00,Wednesday,2021-01-13,10:00:00,3.2757825,3.911441
2021-01-13 11:00:00,Wednesday,2021-01-13,11:00:00,3.627721,4.361386
2021-01-13 12:00:00,Wednesday,2021-01-13,12:00:00,4.610389,5.6364135
2021-01-13 13:00:00,Wednesday,2021-01-13,13:00:00,7.270251,8.660616000000001
2021-01-13 14:00:00,Wednesday,2021-01-13,14:00:00,10.524763,12.356435
2021-01-13 15:00:00,Wednesday,2021-01-13,15:00:00,10.0010295,11.17822
2021-01-13 16:00:00,Wednesday,2021-01-13,16:00:00,12.3335405,14.09241
2021-01-13 17:00:00,Wednesday,2021-01-13,17:00:00,7.6642265,8.623762
2021-01-13 18:00:00,Wednesday,2021-01-13,18:00:00,2.836717,3.540154
2021-01-13 19:00:00,Wednesday,2021-01-13,19:00:00,1.99719,2.5049505
2021-01-13 20:00:00,Wednesday,2021-01-13,20:00:00,1.5239375000000002,2.058306
2021-01-13 21:00:00,Wednesday,2021-01-13,21:00:00,1.3092535,1.9361935
2021-01-13 22:00:00,Wednesday,2021-01-13,22:00:00,1.377488,1.7150715
2021-01-13 23:00:00,Wednesday,2021-01-13,23:00:00,1.279042,1.5434545
2021-01-14 00:00:00,Thursday,2021-01-14,00:00:00,1.821428,2.367437
2021-01-14 01:00:00,Thursday,2021-01-14,01:00:00,2.126436,2.609806
2021-01-14 02:00:00,Thursday,2021-01-14,02:00:00,1.945713,2.4944935
2021-01-14 03:00:00,Thursday,2021-01-14,03:00:00,1.924834,2.38326
2021-01-14 04:00:00,Thursday,2021-01-14,04:00:00,2.046541,2.503304
2021-01-14 05:00:00,Thursday,2021-01-14,05:00:00,2.4477215,3.025881
2021-01-14 06:00:00,Thursday,2021-01-14,06:00:00,4.0582395,5.161344
2021-01-14 07:00:00,Thursday,2021-01-14,07:00:00,7.4105375,9.5324895
2021-01-14 08:00:00,Thursday,2021-01-14,08:00:00,7.4897305,9.3772025
2021-01-14 09:00:00,Thursday,2021-01-14,09:00:00,7.2626845,9.343064
2021-01-14 10:00:00,Thursday,2021-01-14,10:00:00,4.512587,6.5941625
2021-01-14 11:00:00,Thursday,2021-01-14,11:00:00,4.146591,6.6316075
2021-01-14 12:00:00,Thursday,2021-01-14,12:00:00,3.628466,6.178965
2021-01-14 13:00:00,Thursday,2021-01-14,13:00:00,4.355944,6.899229
2021-01-14 14:00:00,Thursday,2021-01-14,14:00:00,4.8906615,6.644824
2021-01-14 15:00:00,Thursday,2021-01-14,15:00:00,6.172011,7.4311675
2021-01-14 16:00:00,Thursday,2021-01-14,16:00:00,6.3162185,7.4410795
2021-01-14 17:00:00,Thursday,2021-01-14,17:00:00,5.2872165,6.388216
2021-01-14 18:00:00,Thursday,2021-01-14,18:00:00,4.0063195,4.900881
2021-01-14 19:00:00,Thursday,2021-01-14,19:00:00,3.661199,4.2932745
2021-01-14 20:00:00,Thursday,2021-01-14,20:00:00,2.647277,3.2171995
2021-01-14 21:00:00,Thursday,2021-01-14,21:00:00,2.8111235,3.6130095
2021-01-14 22:00:00,Thursday,2021-01-14,22:00:00,2.3169025000000003,2.9117975
2021-01-14 23:00:00,Thursday,2021-01-14,23:00:00,2.450609,2.833517
2021-01-15 00:00:00,Friday,2021-01-15,00:00:00,2.5225425,2.9481805
2021-01-15 01:00:00,Friday,2021-01-15,01:00:00,1.943131,2.4564495
2021-01-15 02:00:00,Friday,2021-01-15,02:00:00,1.970849,2.46086
2021-01-15 03:00:00,Friday,2021-01-15,03:00:00,1.6464935,2.0848955
2021-01-15 04:00:00,Friday,2021-01-15,04:00:00,1.8122525,2.1389195
2021-01-15 05:00:00,Friday,2021-01-15,05:00:00,1.725341,2.027563
2021-01-15 06:00:00,Friday,2021-01-15,06:00:00,3.1227855,3.713341
2021-01-15 07:00:00,Friday,2021-01-15,07:00:00,4.488223,5.2998895
2021-01-15 08:00:00,Friday,2021-01-15,08:00:00,12.54831,14.003305
2021-01-15 09:00:00,Friday,2021-01-15,09:00:00,8.744515,10.3478525
2021-01-15 10:00:00,Friday,2021-01-15,10:00:00,4.5348535000000005,5.8759645
2021-01-15 11:00:00,Friday,2021-01-15,11:00:00,3.7433075,4.860529
2021-01-15 12:00:00,Friday,2021-01-15,12:00:00,3.218239,4.512128000000001
2021-01-15 13:00:00,Friday,2021-01-15,13:00:00,4.386251,5.895695
